"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11084","Talk to an expert with empty fields","","Fri Apr 25 06:36:57 GMT 2025","passed","Fri Apr 25 06:37:08 GMT 2025","","Contact Us Page Form","",""
"","5045","should change currency from USD to EUR","","Fri Apr 25 06:38:23 GMT 2025","passed","Fri Apr 25 06:38:28 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","1220","Check the Twitter link in the footer","","Fri Apr 25 06:39:42 GMT 2025","passed","Fri Apr 25 06:39:44 GMT 2025","","Social Media Links Navigation","",""
"","11244","Download full coverage with empty First Name","","Fri Apr 25 06:38:58 GMT 2025","passed","Fri Apr 25 06:39:10 GMT 2025","","Global Coverage Page Form","",""
"","4671","Download full coverage with valid data","","Fri Apr 25 06:38:43 GMT 2025","passed","Fri Apr 25 06:38:47 GMT 2025","","Global Coverage Page Form","",""
"","2304","Check the Facebook link in the footer","","Fri Apr 25 06:39:44 GMT 2025","passed","Fri Apr 25 06:39:46 GMT 2025","","Social Media Links Navigation","",""
"","14251","Talk to an expert with empty ""First name"" field","","Fri Apr 25 06:37:40 GMT 2025","passed","Fri Apr 25 06:37:54 GMT 2025","","Contact Us Page Form","",""
"","10056","should send a message and display it in the chat","","Fri Apr 25 06:36:30 GMT 2025","passed","Fri Apr 25 06:36:40 GMT 2025","","Assistant chat functionality","",""
"","1169","Check the Facebook link in the footer","","Fri Apr 25 06:40:00 GMT 2025","passed","Fri Apr 25 06:40:02 GMT 2025","","Social Media Links Navigation","",""
"","11909","should send a message and display it in the chat","","Fri Apr 25 06:36:42 GMT 2025","passed","Fri Apr 25 06:36:54 GMT 2025","","Assistant chat functionality","",""
"","14060","Talk to an expert with empty ""First name"" field","","Fri Apr 25 06:37:24 GMT 2025","passed","Fri Apr 25 06:37:38 GMT 2025","","Contact Us Page Form","",""
"","11138","Download full coverage with empty Last Name","","Fri Apr 25 06:39:10 GMT 2025","passed","Fri Apr 25 06:39:21 GMT 2025","","Global Coverage Page Form","",""
"","13059","Talk to an expert with empty ""How did you hear about Telnyx?"" field","","Fri Apr 25 06:39:05 GMT 2025","passed","Fri Apr 25 06:39:18 GMT 2025","","Contact Us Page Form","",""
"","10907","Download full coverage with empty fields","","Fri Apr 25 06:38:47 GMT 2025","passed","Fri Apr 25 06:38:58 GMT 2025","","Global Coverage Page Form","",""
"","11015","Talk to an expert with empty fields","","Fri Apr 25 06:37:12 GMT 2025","passed","Fri Apr 25 06:37:23 GMT 2025","","Contact Us Page Form","",""
"","2264","Check the LinkedIn link in the footer","","Fri Apr 25 06:39:57 GMT 2025","passed","Fri Apr 25 06:39:59 GMT 2025","","Social Media Links Navigation","",""
"","14246","Talk to an expert with empty ""Last name"" field","","Fri Apr 25 06:37:54 GMT 2025","passed","Fri Apr 25 06:38:09 GMT 2025","","Contact Us Page Form","",""
"","13797","Talk to an expert with empty ""Company website"" field","","Fri Apr 25 06:38:38 GMT 2025","passed","Fri Apr 25 06:38:52 GMT 2025","","Contact Us Page Form","",""
"","17445","Talk to an expert with empty ""Please describe your request"" field","","Fri Apr 25 06:37:23 GMT 2025","passed","Fri Apr 25 06:37:40 GMT 2025","","Contact Us Page Form","",""
"","12556","should change currency back from EUR to USD","","Fri Apr 25 06:38:28 GMT 2025","passed","Fri Apr 25 06:38:41 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","14619","Talk to an expert with empty ""Business email"" field","","Fri Apr 25 06:38:09 GMT 2025","passed","Fri Apr 25 06:38:23 GMT 2025","","Contact Us Page Form","",""
"","14220","Talk to an expert with valid data","","Fri Apr 25 06:36:42 GMT 2025","passed","Fri Apr 25 06:36:57 GMT 2025","","Contact Us Page Form","",""
"","14079","Talk to an expert with empty ""Business email"" field","","Fri Apr 25 06:37:52 GMT 2025","passed","Fri Apr 25 06:38:06 GMT 2025","","Contact Us Page Form","",""
"","11323","Download full coverage with empty fields","","Fri Apr 25 06:39:52 GMT 2025","passed","Fri Apr 25 06:40:03 GMT 2025","","Global Coverage Page Form","",""
"","5292","Download full coverage with valid data","","Fri Apr 25 06:39:47 GMT 2025","passed","Fri Apr 25 06:39:52 GMT 2025","","Global Coverage Page Form","",""
"","15961","Talk to an expert with empty ""Please describe your request"" field","","Fri Apr 25 06:37:08 GMT 2025","passed","Fri Apr 25 06:37:24 GMT 2025","","Contact Us Page Form","",""
"","11645","Talk to an expert with valid data","","Fri Apr 25 06:37:00 GMT 2025","passed","Fri Apr 25 06:37:12 GMT 2025","","Contact Us Page Form","",""
"","4816","Check the LinkedIn link in the footer","","Fri Apr 25 06:39:38 GMT 2025","passed","Fri Apr 25 06:39:42 GMT 2025","","Social Media Links Navigation","",""
"","13312","Talk to an expert with empty ""Additional Info""","","Fri Apr 25 06:38:52 GMT 2025","passed","Fri Apr 25 06:39:05 GMT 2025","","Contact Us Page Form","",""
"","10998","Download full coverage with empty Company Email","","Fri Apr 25 06:40:26 GMT 2025","passed","Fri Apr 25 06:40:37 GMT 2025","","Global Coverage Page Form","",""
"","1389","Check the Twitter link in the footer","","Fri Apr 25 06:39:59 GMT 2025","passed","Fri Apr 25 06:40:00 GMT 2025","","Social Media Links Navigation","",""
"","15083","Talk to an expert with empty ""Phone number"" field","","Fri Apr 25 06:38:06 GMT 2025","passed","Fri Apr 25 06:38:21 GMT 2025","","Contact Us Page Form","",""
"","11049","Download full coverage with empty First Name","","Fri Apr 25 06:40:03 GMT 2025","passed","Fri Apr 25 06:40:15 GMT 2025","","Global Coverage Page Form","",""
"","14949","Talk to an expert with empty ""Phone number"" field","","Fri Apr 25 06:38:23 GMT 2025","passed","Fri Apr 25 06:38:38 GMT 2025","","Contact Us Page Form","",""
"","0","Talk to an expert with empty ""Company website"" field","","Fri Apr 25 06:38:21 GMT 2025","broken","Fri Apr 25 06:38:21 GMT 2025","","Contact Us Page Form","",""
"","13755","Talk to an expert with empty ""Last name"" field","","Fri Apr 25 06:37:38 GMT 2025","passed","Fri Apr 25 06:37:52 GMT 2025","","Contact Us Page Form","",""
"","13983","should change currency back from EUR to USD","","Fri Apr 25 06:39:27 GMT 2025","passed","Fri Apr 25 06:39:41 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","4296","should change currency from USD to EUR","","Fri Apr 25 06:39:23 GMT 2025","passed","Fri Apr 25 06:39:27 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","11212","Download full coverage with empty Last Name","","Fri Apr 25 06:40:15 GMT 2025","passed","Fri Apr 25 06:40:26 GMT 2025","","Global Coverage Page Form","",""
"","11143","Download full coverage with empty Company Email","","Fri Apr 25 06:39:21 GMT 2025","passed","Fri Apr 25 06:39:32 GMT 2025","","Global Coverage Page Form","",""
