"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2912","Download full coverage with empty Last Name","","Tue Apr 22 10:25:05 GMT 2025","passed","Tue Apr 22 10:25:08 GMT 2025","","Global Coverage Page Form","",""
"","1482","Check the Twitter link in the footer","","Tue Apr 22 10:25:23 GMT 2025","passed","Tue Apr 22 10:25:24 GMT 2025","","Social Media Links Navigation","",""
"","2931","Download full coverage with empty fields","","Tue Apr 22 10:24:58 GMT 2025","passed","Tue Apr 22 10:25:01 GMT 2025","","Global Coverage Page Form","",""
"","6895","Talk to an expert with empty ""First name"" field","","Tue Apr 22 10:25:00 GMT 2025","passed","Tue Apr 22 10:25:07 GMT 2025","","Contact Us Page Form","",""
"","4408","Download full coverage with empty First Name","","Tue Apr 22 10:25:01 GMT 2025","passed","Tue Apr 22 10:25:05 GMT 2025","","Global Coverage Page Form","",""
"","5125","Talk to an expert with empty ""Additional Info""","","Tue Apr 22 10:25:33 GMT 2025","passed","Tue Apr 22 10:25:38 GMT 2025","","Contact Us Page Form","",""
"","8607","Talk to an expert with empty ""Phone number"" field","","Tue Apr 22 10:25:19 GMT 2025","passed","Tue Apr 22 10:25:28 GMT 2025","","Contact Us Page Form","",""
"","11187","Talk to an expert with empty ""Please describe your request"" field","","Tue Apr 22 10:24:49 GMT 2025","passed","Tue Apr 22 10:25:00 GMT 2025","","Contact Us Page Form","",""
"","4021","Download full coverage with empty Company Email","","Tue Apr 22 10:25:08 GMT 2025","passed","Tue Apr 22 10:25:12 GMT 2025","","Global Coverage Page Form","",""
"","6314","Talk to an expert with empty ""Business email"" field","","Tue Apr 22 10:25:13 GMT 2025","passed","Tue Apr 22 10:25:19 GMT 2025","","Contact Us Page Form","",""
"","5626","Download full coverage with valid data","","Tue Apr 22 10:24:52 GMT 2025","passed","Tue Apr 22 10:24:58 GMT 2025","","Global Coverage Page Form","",""
"","6372","Talk to an expert with empty ""Last name"" field","","Tue Apr 22 10:25:07 GMT 2025","passed","Tue Apr 22 10:25:13 GMT 2025","","Contact Us Page Form","",""
"","2069","Talk to an expert with valid data","","Tue Apr 22 10:24:47 GMT 2025","passed","Tue Apr 22 10:24:49 GMT 2025","","Contact Us Page Form","",""
"","4548","Talk to an expert with empty ""Company website"" field","","Tue Apr 22 10:25:28 GMT 2025","passed","Tue Apr 22 10:25:33 GMT 2025","","Contact Us Page Form","",""
"","3796","Check the LinkedIn link in the footer","","Tue Apr 22 10:25:19 GMT 2025","passed","Tue Apr 22 10:25:23 GMT 2025","","Social Media Links Navigation","",""
"","2938","should change currency from USD to EUR","","Tue Apr 22 10:24:39 GMT 2025","passed","Tue Apr 22 10:24:42 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","2919","should change currency back from EUR to USD","","Tue Apr 22 10:24:42 GMT 2025","passed","Tue Apr 22 10:24:45 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","5291","Talk to an expert with empty ""How did you hear about Telnyx?"" field","","Tue Apr 22 10:25:38 GMT 2025","passed","Tue Apr 22 10:25:43 GMT 2025","","Contact Us Page Form","",""
"","1033","Check the Facebook link in the footer","","Tue Apr 22 10:25:24 GMT 2025","passed","Tue Apr 22 10:25:25 GMT 2025","","Social Media Links Navigation","",""
"","5758","should send a message and display it in the chat","","Tue Apr 22 10:24:28 GMT 2025","passed","Tue Apr 22 10:24:34 GMT 2025","","Assistant chat functionality","",""
