"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4392","Talk to an expert with empty ""Last name"" field","","Mon Apr 21 19:08:59 GMT 2025","passed","Mon Apr 21 19:09:04 GMT 2025","","Contact Us Page Form","",""
"","2963","should change currency back from EUR to USD","","Mon Apr 21 19:09:06 GMT 2025","passed","Mon Apr 21 19:09:09 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","5328","Talk to an expert with empty ""Phone number"" field","","Mon Apr 21 19:09:07 GMT 2025","passed","Mon Apr 21 19:09:13 GMT 2025","","Contact Us Page Form","",""
"","4249","Talk to an expert with empty ""How did you hear about Telnyx?"" field","","Mon Apr 21 19:09:21 GMT 2025","passed","Mon Apr 21 19:09:25 GMT 2025","","Contact Us Page Form","",""
"","5610","Download full coverage with valid data","","Mon Apr 21 19:09:15 GMT 2025","passed","Mon Apr 21 19:09:20 GMT 2025","","Global Coverage Page Form","",""
"","2108","Download full coverage with empty Last Name","","Mon Apr 21 19:09:24 GMT 2025","passed","Mon Apr 21 19:09:26 GMT 2025","","Global Coverage Page Form","",""
"","18382","Check the ability to send a message","","Mon Apr 21 19:08:39 GMT 2025","broken","Mon Apr 21 19:08:58 GMT 2025","","Assistant Functionality","",""
"","3135","should change currency from USD to EUR","","Mon Apr 21 19:09:03 GMT 2025","passed","Mon Apr 21 19:09:06 GMT 2025","","Currency Selection on /pricing/messaging page","",""
"","3799","Talk to an expert with empty ""Business email"" field","","Mon Apr 21 19:09:04 GMT 2025","broken","Mon Apr 21 19:09:07 GMT 2025","","Contact Us Page Form","",""
"","3493","Talk to an expert with empty ""Company website"" field","","Mon Apr 21 19:09:13 GMT 2025","passed","Mon Apr 21 19:09:16 GMT 2025","","Contact Us Page Form","",""
"","1740","Download full coverage with empty Company Email","","Mon Apr 21 19:09:26 GMT 2025","passed","Mon Apr 21 19:09:28 GMT 2025","","Global Coverage Page Form","",""
"","2599","Check the LinkedIn link in the footer","","Mon Apr 21 19:09:31 GMT 2025","passed","Mon Apr 21 19:09:34 GMT 2025","","Social Media Links Navigation","",""
"","766","Check the Facebook link in the footer","","Mon Apr 21 19:09:34 GMT 2025","passed","Mon Apr 21 19:09:35 GMT 2025","","Social Media Links Navigation","",""
"","914","Check the Twitter link in the footer","","Mon Apr 21 19:09:34 GMT 2025","passed","Mon Apr 21 19:09:34 GMT 2025","","Social Media Links Navigation","",""
"","4492","Talk to an expert with empty ""Additional Info""","","Mon Apr 21 19:09:16 GMT 2025","passed","Mon Apr 21 19:09:21 GMT 2025","","Contact Us Page Form","",""
"","5529","Talk to an expert with empty ""Please describe your request"" field","","Mon Apr 21 19:08:50 GMT 2025","passed","Mon Apr 21 19:08:55 GMT 2025","","Contact Us Page Form","",""
"","3837","Talk to an expert with empty ""First name"" field","","Mon Apr 21 19:08:55 GMT 2025","passed","Mon Apr 21 19:08:59 GMT 2025","","Contact Us Page Form","",""
"","2754","Talk to an expert with valid data","","Mon Apr 21 19:08:47 GMT 2025","broken","Mon Apr 21 19:08:50 GMT 2025","","Contact Us Page Form","",""
"","2133","Download full coverage with empty fields","","Mon Apr 21 19:09:20 GMT 2025","passed","Mon Apr 21 19:09:22 GMT 2025","","Global Coverage Page Form","",""
"","1820","Download full coverage with empty First Name","","Mon Apr 21 19:09:22 GMT 2025","passed","Mon Apr 21 19:09:24 GMT 2025","","Global Coverage Page Form","",""
